timestamp,message,logStreamName
1753419202076,"2025-07-25 04:53:22,076 - mcp_snowflake_server - INFO - Excluded tools: []",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202076,"2025-07-25 04:53:22,076 - mcp_snowflake_server - ERROR - Error loading configuration file: [Errno 2] No such file or directory: 'runtime_config.json'",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202076,"2025-07-25 04:53:22,076 - mcp_snowflake_server - INFO - Exclusion patterns: {'databases': [], 'schemas': [], 'tables': []}",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202076,"2025-07-25 04:53:22,076 - mcp_snowflake_server - INFO - 🔗 Snowflake connection configuration: {'account': 'aqb89107', 'role': 'GEN_AI', 'warehouse': 'TLX_GENAI_WAREHOUSE', 'database': 'HEALTH_CARE', 'schema': 'BILLING_INFO', 'user': 'MCP_DEMO_USER', 'password': 't7WcgPiYthcmn8N'}",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202076,"2025-07-25 04:53:22,076 - mcp_snowflake_server - INFO - Allowed tools: ['list_databases', 'list_schemas', 'list_tables', 'describe_table', 'read_query']",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202079,"2025-07-25 04:53:22,079 - mcp_snowflake_server - INFO -    🔗 Attempting to connect to Snowflake",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202079,"2025-07-25 04:53:22,079 - mcp_snowflake_server - INFO -    📋 Connection config: {'account': 'aqb89107', 'role': 'GEN_AI', 'warehouse': 'TLX_GENAI_WAREHOUSE', 'database': 'HEALTH_CARE', 'schema': 'BILLING_INFO', 'user': 'MCP_DEMO_USER', 'password': 't7WcgPiYthcmn8N'}",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202130,04:53:22 | INFO     | main                  | Successfully retrieved secret from AWS Secrets Manager: /tlx/genai/2c9180837d03bbc0017d03bf5dc00001/tenant_user,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202131,04:53:22 | INFO     | main                  | ✅ Retrieved TRUSTLOGIX_LOGIN_ID from AWS Secrets Manager: admin@acme.com,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202308,04:53:22 | INFO     | main                  | Successfully retrieved secret from AWS Secrets Manager: /tlx/genai/2c9180837d03bbc0017d03bf5dc00001/tenantpassword,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202309,04:53:22 | INFO     | main                  | ✅ Retrieved TRUSTLOGIX_PASSWORD from AWS Secrets Manager: &z5lF91#f9AJ,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202310,"04:53:22 | INFO     | main                  | 🔍 connection_args_from_env: {'login_id': 'admin@acme.com', 'password': '&z5lF91#f9AJ'}",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202310,04:53:22 | INFO     | main                  | 🔍 connection_args (CLI): {},mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202310,04:53:22 | INFO     | mcp_tlx_server            | Starting Trustlogix MCP Server,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202311,04:53:22 | INFO     | mcp_tlx_server            | Allow write operations: False,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202311,04:53:22 | INFO     | mcp_tlx_server            | Prefetch table descriptions: False,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202311,04:53:22 | INFO     | mcp_tlx_server            | Excluded tools: [],mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202311,04:53:22 | ERROR    | mcp_tlx_server            | Error loading configuration file: [Errno 2] No such file or directory: 'runtime_config.json',mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202311,04:53:22 | INFO     | mcp_tlx_server            | Beginning authentication with Trustlogix API,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202311,04:53:22 | INFO     | mcp_tlx_server            | 🔐 Authenticating with Trustlogix API at https://demo.trustlogix.io/api,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202632,04:53:22 | INFO     | mcp_tlx_server            | ✅ Authentication successful for tenant: 2c9180837d03bbc0017d03bf5dc00001,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202633,04:53:22 | INFO     | mcp_tlx_server            | Authenticated with Trustlogix API,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202633,"04:53:22 | INFO     | mcp_tlx_server            | Allowed tools: ['list_accounts', 'reauthenticate', 'get_entitlements', 'check_permissions']",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202647,INFO:     Started server process [1],mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202647,INFO:     Waiting for application startup.,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202647,04:53:22 | INFO     | mcp.server.streamable_http_manager | StreamableHTTP session manager started,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202647,04:53:22 | INFO     | mcp_tlx_server            | Application started with StreamableHTTP session manager!,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202647,INFO:     Application startup complete.,mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202648,INFO:     Uvicorn running on http://0.0.0.0:8080 (Press CTRL+C to quit),mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419202777,"2025-07-25 04:53:22,777 - mcp_snowflake_server - INFO -    🏭 Setting warehouse: TLX_GENAI_WAREHOUSE",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202777,"2025-07-25 04:53:22,777 - mcp_snowflake_server - INFO -    ✅ Successfully connected to Snowflake",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202791,INFO:     Started server process [1],mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202791,INFO:     Waiting for application startup.,mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202792,"2025-07-25 04:53:22,791 - mcp.server.streamable_http_manager - INFO - StreamableHTTP session manager started",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202792,"2025-07-25 04:53:22,791 - mcp_snowflake_server - INFO - Application started with StreamableHTTP session manager!",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202792,INFO:     Application startup complete.,mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419202792,INFO:     Uvicorn running on http://0.0.0.0:8081 (Press CTRL+C to quit),mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419205389,"Collecting usage statistics. To deactivate, set browser.gatherUsageStats to false.",GENAI-API/dev-GEN-AI-Container/ba47ae2944034f4cbb99f0d422d67618
1753419205437,  You can now view your Streamlit app in your browser.,GENAI-API/dev-GEN-AI-Container/ba47ae2944034f4cbb99f0d422d67618
1753419205437,  URL: http://0.0.0.0:8501,GENAI-API/dev-GEN-AI-Container/ba47ae2944034f4cbb99f0d422d67618
1753419205967,"{""client_addr"":""10.200.2.119:60720"",""level"":""info"",""msg"":""Received request."",""req_id"":1,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:53:25Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419205967,"{""client_addr"":""10.200.2.119:60720"",""level"":""info"",""msg"":""Sent response."",""req_id"":1,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.329098,""resp_status"":200,""time"":""2025-07-25T04:53:25Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419213017,"Snowflake connection configuration: {'account': 'aqb89107', 'role': 'GEN_AI', 'warehouse': 'TLX_GENAI_WAREHOUSE', 'database': 'HEALTH_CARE', 'schema': 'BILLING_INFO', 'user': 'MCP_DEMO_USER', 'password': ''}",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419213017,"INFO:     10.200.2.119:2354 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419220107,"Trustlogix connection configuration: {'login_id': 'admin@acme.com', 'password': ''}",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419220107,"INFO:     10.200.2.119:27918 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419235974,"{""client_addr"":""10.200.2.119:35434"",""level"":""info"",""msg"":""Received request."",""req_id"":2,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:53:55Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419235974,"{""client_addr"":""10.200.2.119:35434"",""level"":""info"",""msg"":""Sent response."",""req_id"":2,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.391587,""resp_status"":200,""time"":""2025-07-25T04:53:55Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419243016,"INFO:     10.200.2.119:25202 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419250109,"INFO:     10.200.2.119:55052 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419265987,"{""client_addr"":""10.200.2.119:39582"",""level"":""info"",""msg"":""Received request."",""req_id"":3,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:54:25Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419265987,"{""client_addr"":""10.200.2.119:39582"",""level"":""info"",""msg"":""Sent response."",""req_id"":3,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.287049,""resp_status"":200,""time"":""2025-07-25T04:54:25Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419273018,"INFO:     10.200.2.119:62276 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419278394,"INFO:     10.200.1.12:31886 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419278394,"{""client_addr"":""10.200.1.12:15798"",""level"":""info"",""msg"":""Received request."",""req_id"":4,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:54:38Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419278394,"{""client_addr"":""10.200.1.12:15798"",""level"":""info"",""msg"":""Sent response."",""req_id"":4,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.307296,""resp_status"":200,""time"":""2025-07-25T04:54:38Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419278395,"INFO:     10.200.1.12:58554 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419280116,"INFO:     10.200.2.119:5502 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419296004,"{""client_addr"":""10.200.2.119:8576"",""level"":""info"",""msg"":""Received request."",""req_id"":5,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:54:56Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419296004,"{""client_addr"":""10.200.2.119:8576"",""level"":""info"",""msg"":""Sent response."",""req_id"":5,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.407258,""resp_status"":200,""time"":""2025-07-25T04:54:56Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419303021,"INFO:     10.200.2.119:28932 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419308406,"INFO:     10.200.1.12:62204 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419308406,"{""client_addr"":""10.200.1.12:29702"",""level"":""info"",""msg"":""Received request."",""req_id"":6,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:55:08Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419308406,"{""client_addr"":""10.200.1.12:29702"",""level"":""info"",""msg"":""Sent response."",""req_id"":6,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.373454,""resp_status"":200,""time"":""2025-07-25T04:55:08Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419308407,"INFO:     10.200.1.12:46990 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419310123,"INFO:     10.200.2.119:64496 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419326020,"{""client_addr"":""10.200.2.119:3930"",""level"":""info"",""msg"":""Received request."",""req_id"":7,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:55:26Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419326021,"{""client_addr"":""10.200.2.119:3930"",""level"":""info"",""msg"":""Sent response."",""req_id"":7,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.451009,""resp_status"":200,""time"":""2025-07-25T04:55:26Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419333028,"INFO:     10.200.2.119:64966 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419338437,"INFO:     10.200.1.12:10606 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419338437,"INFO:     10.200.1.12:42542 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419338437,"{""client_addr"":""10.200.1.12:1834"",""level"":""info"",""msg"":""Received request."",""req_id"":8,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:55:38Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419338437,"{""client_addr"":""10.200.1.12:1834"",""level"":""info"",""msg"":""Sent response."",""req_id"":8,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.469277,""resp_status"":200,""time"":""2025-07-25T04:55:38Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419340131,"INFO:     10.200.2.119:24874 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419356026,"{""client_addr"":""10.200.2.119:46568"",""level"":""info"",""msg"":""Received request."",""req_id"":9,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:55:56Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419356026,"{""client_addr"":""10.200.2.119:46568"",""level"":""info"",""msg"":""Sent response."",""req_id"":9,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.274394,""resp_status"":200,""time"":""2025-07-25T04:55:56Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419363034,"INFO:     10.200.2.119:25380 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419368462,"INFO:     10.200.1.12:33896 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419368462,"INFO:     10.200.1.12:11900 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419368462,"{""client_addr"":""10.200.1.12:6244"",""level"":""info"",""msg"":""Received request."",""req_id"":10,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:56:08Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419368462,"{""client_addr"":""10.200.1.12:6244"",""level"":""info"",""msg"":""Sent response."",""req_id"":10,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.296488,""resp_status"":200,""time"":""2025-07-25T04:56:08Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419368501,04:56:08 | ERROR    | main             | JWT generation failed: [Errno 2] No such file or directory: 'mcp_private_key.pem',GENAI-API/dev-GEN-AI-Container/ba47ae2944034f4cbb99f0d422d67618
1753419370139,"INFO:     10.200.2.119:4774 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419372333,04:56:12 | ERROR    | main             | JWT generation failed: [Errno 2] No such file or directory: 'mcp_private_key.pem',GENAI-API/dev-GEN-AI-Container/ba47ae2944034f4cbb99f0d422d67618
1753419386030,"{""client_addr"":""10.200.2.119:23468"",""level"":""info"",""msg"":""Received request."",""req_id"":11,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:56:26Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419386031,"{""client_addr"":""10.200.2.119:23468"",""level"":""info"",""msg"":""Sent response."",""req_id"":11,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.277818,""resp_status"":200,""time"":""2025-07-25T04:56:26Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419393040,"INFO:     10.200.2.119:47944 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419398462,"INFO:     10.200.1.12:19312 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419398462,"{""client_addr"":""10.200.1.12:5908"",""level"":""info"",""msg"":""Received request."",""req_id"":12,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:56:38Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419398463,"INFO:     10.200.1.12:13202 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419398463,"{""client_addr"":""10.200.1.12:5908"",""level"":""info"",""msg"":""Sent response."",""req_id"":12,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.539583,""resp_status"":200,""time"":""2025-07-25T04:56:38Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419400146,"INFO:     10.200.2.119:4990 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419416047,"{""client_addr"":""10.200.2.119:6838"",""level"":""info"",""msg"":""Received request."",""req_id"":13,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:56:56Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419416047,"{""client_addr"":""10.200.2.119:6838"",""level"":""info"",""msg"":""Sent response."",""req_id"":13,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.283211,""resp_status"":200,""time"":""2025-07-25T04:56:56Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419423049,"INFO:     10.200.2.119:3340 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419428476,"INFO:     10.200.1.12:61218 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419428476,"{""client_addr"":""10.200.1.12:46958"",""level"":""info"",""msg"":""Received request."",""req_id"":14,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:57:08Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419428476,"{""client_addr"":""10.200.1.12:46958"",""level"":""info"",""msg"":""Sent response."",""req_id"":14,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.346354,""resp_status"":200,""time"":""2025-07-25T04:57:08Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419428477,"INFO:     10.200.1.12:27778 - ""GET /health HTTP/1.1"" 200 OK",mcp-snowflake-app/dev-mcp-snowflake-app-container/2b8fca16bbaa4210a03011338af89101
1753419430154,"INFO:     10.200.2.119:39430 - ""GET /health HTTP/1.1"" 200 OK",mcp-server-app/dev-mcp-server-app-container/63f9d62edbe04a58afa33f948bde9fdc
1753419446065,"{""client_addr"":""10.200.2.119:50848"",""level"":""info"",""msg"":""Received request."",""req_id"":15,""req_method"":""GET"",""req_path"":""/health"",""time"":""2025-07-25T04:57:26Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
1753419446065,"{""client_addr"":""10.200.2.119:50848"",""level"":""info"",""msg"":""Sent response."",""req_id"":15,""req_method"":""GET"",""req_path"":""/health"",""resp_bytes"":3,""resp_duration"":0.759207,""resp_status"":200,""time"":""2025-07-25T04:57:26Z""}",opa-server-logs/dev-opa-server-container/0c1ca2e89a2c46d6a02b0c7fbead88c6
